,tweetcreatedts,text,language,username
31,2022-02-16 15:18:49+00:00,@nytimes Disgusting. Boycott the Olympics and anything from China and Russia.,en,JaneHarlow13
32,2022-02-16 15:06:02+00:00,@nytimes Now it’s a picture of Ukrainians looking toward Russia 😳,en,eileen2315
33,2022-02-16 15:01:49+00:00,@nytimes Why do I get the feeling the ioc is allowing this because of the whole Ukraine situation?,en,MikuF_
34,2022-02-16 14:49:07+00:00,@nytimes US wants this war more than Russia or Ukraine. And they're making sure we know it,en,Richie_Kal
35,2022-02-16 14:32:04+00:00,@nytimes Russia can never be trusted!  With anything!,en,ReneeJo10102868
36,2022-02-16 14:18:59+00:00,"@nytimes Biden needs Russia to invade Ukraine to detract from his multiple self-inflicted failures and the extreme policies of the left,""",en,Battleworn1968
37,2022-02-16 12:57:33+00:00,"@nytimes The longer he waits, the less likely Ukraine will look to Russia of old and move closer to them. He will strike while he still has a chance to convince them by force.",en,grenadetrade
38,2022-02-16 12:52:11+00:00,"@nytimes Biden hoped that his plan will work. Poor old man. Sorry for him. Hi tried to use military drill in Belarus to advertise war Ukraine - Russia. Now when it is over and troops are moving to their permanent dislocation, Biden is disappointed, he needs to invent  new circus show",en,sgril25
39,2022-02-16 12:51:53+00:00,"@nytimes War brings destruction to all, and  is never a solution, nobody wins. Russia can have the capability to take Ukraine quickly, but can not sustain it. Putin knows this, and so he approached China. But Ukraine, Europe, the West, the world, and Russian opposition will not allow it.",en,samugaif
40,2022-02-16 12:46:03+00:00,"@NYTimes observes that war in Ukraine appears to be less imminent than they had been reporting. But their take is not ""our reporting was all hype"" — it's ""Russia was bluffing""\n\nPlease unsubscribe me already. Feh.",en,tweet_pgblu
41,2022-02-16 12:45:46+00:00,@nytimes The bottom line is US funds NATO should guarantee that Ukraine would never become a member of NATO because over 70 years being part of USSR that can be quick and easily done.The US warmongering far from the US should now be tested. As long as the troops are within Russia!,en,hakaido2
42,2022-02-16 12:41:15+00:00,"@nytimes Putin could pull out 50,000 troops and still have enough power to invade Ukraine",en,StevenB12794882
43,2022-02-16 12:32:04+00:00,@nytimes I'm calling Russia's bluff here.,en,WealthandWant
44,2022-02-16 12:25:58+00:00,"@nytimes Wasn't Russia banned from the Olympics because of doping, changing the team's name to ROC as a result?",en,ChitoVZ
45,2022-02-16 12:20:04+00:00,"@nytimes That’s the only difference I can see in reading all about this. Russia is known for “juicing” athletes and still, she tests + and is still permitted to participate!??????????",en,GreenlawBetsy
46,2022-02-16 12:02:07+00:00,@nytimes Russia cheating?\nI can't believe it. 😐\nI'm so surprised. 😐\nThe immeasurable shock on my face right now.. 😶,en,Lugubriousnous
47,2022-02-16 11:49:17+00:00,@nytimes Russia cheats at everything. 🤷🏻‍♂️\nI blame the International Olympic Committee. What did it think was going to happen when Russian “athletes” were allowed to compete as ROC? \n#RussianDoping #GenocideOlympics #BeijingOlympics,en,GeorgeO64343121
48,2022-02-16 11:25:21+00:00,"@nytimes Putin has the eyes of a rattlesnake and the soul to match. However, he’s not dealing with an imbecile in the U.S. anymore. I sleep so much better knowing President Biden is representing the United States in this or any potential conflict with Russia.",en,chiefrq
49,2022-02-16 10:33:38+00:00,@nytimes where are all the stories correcting the so called Russia scandal? Clinton lied,en,nanna59
50,2022-02-16 09:52:33+00:00,@nytimes You guys left out the part where Biden regime ordered U.S. embassy in Ukraine closed and destroyed computers. Nothing suspicious there.,en,willrunri0t
51,2022-02-16 07:33:49+00:00,@nytimes Russia is next - don’t feel too bad,en,dylanjackson82
52,2022-02-16 06:44:24+00:00,@nytimes Will it ever arrive with Russia’s corrupt mail service,en,ongezoute
53,2022-02-16 06:03:12+00:00,"@nytimes IOC screw over CLEAN athletes, Russian screw over her dream. Both IOC and Russia are corrupt.",en,denisewu
54,2022-02-16 06:01:27+00:00,"@nytimes What is this bargaining chip for Napoleon wanna be putin, not invading Ukraine?",en,GaiaPanMa
55,2022-02-16 05:35:53+00:00,"@nytimes Valieva tested positive for three heart medications, one is a banned substance and when taken together, improve performance. Russia CHEATS! I suspect all three female skaters are on this crap. The coaches probably thought they had them all off in time for testing. 1 got busted!",en,CoconutGirl28
56,2022-02-16 05:11:50+00:00,@nytimes Russia is going to dope their athletes and say whatevuh to win at any sport as usual the WSJ is sniffing up the butt of “believing the inevitable”,en,SarZim1960
57,2022-02-16 04:35:31+00:00,@nytimes @CNN @maddow @MSNBCDaily when are you going to be giving as much air time to Durham’s grand jury as you did Trump’s Russia gate?    Oh well maybe journalism is dead!,en,Ryan6Mitchell
58,2022-02-16 04:32:35+00:00,@nytimes So now everyone else suffers because of Russia’s refusal to play by the rules.\n\nTo the IOC: Grow a pair,en,BertsLena
59,2022-02-16 04:21:45+00:00,@nytimes Why would you put all of your energy eggs in the Russia basket??? Of all countries.,en,KProtein19
60,2022-02-16 04:17:56+00:00,"@nytimes Russians shouldn’t even be in these Olympics, THEY WERE BANNED FOR DOPING AT SOCHI!  Where is there penalty, it’s an abomination they are even allowed to be here.  ROC IS RUSSIA!",en,SunshineandHap
61,2022-02-16 04:04:36+00:00,"@nytimes Oh we don't know seems so LOOK OVER HERE to us smarter people ""POLITICSDefense accuses Trump-Russia special counsel Durham of politicizing prosecution""February 15, 20223:45 PM ET Ryan Lucas in 2018",en,HeyJudejo28
62,2022-02-16 04:04:29+00:00,@nytimes It has nothing to do with racism. It’s because the IOC is crooked and caters to Russia under the pathetic guise of the ROC!\nDisgusting!,en,jlmrhm
63,2022-02-16 02:38:30+00:00,@nytimes Can't believe anything coming from Russia.\nOr the GOP.,en,tonydencar
64,2022-02-16 02:37:04+00:00,@nytimes Race is not the issue it's the country's stances. Russia encourages their athletes to dope while the US has integrity and ban their athletes from doping.,en,Shooky_R
65,2022-02-16 02:18:40+00:00,@nytimes Russia has been doping &amp; cheating since ‘Rocky IV’,en,LexAnderson_WS
66,2022-02-16 01:48:21+00:00,"@nytimes The real reason why she’s on these will come out eventually, and we’ll all regret letting her and Russia continue to compete despite repeated doping.\n\nEither way I feel bad for this teenage girl at the center of it.",en,michaellore
67,2022-02-16 01:36:23+00:00,"@nytimes Russia, trump, elite GOP- never consequences- that’s why they keep breaking laws and regulations- no one has the gonads to put an end to it !",en,omadnp
68,2022-02-16 01:33:54+00:00,@nytimes Because IOC always let Russia get away.,en,denisewu
69,2022-02-16 01:21:23+00:00,"@nytimes Russia has always cheated in the Olympics, sometimes less successfully, sometimes very successfully. Everyone knows this. This is a scam that is punishing the clean athletes, robbing winners of a medal ceremony and an honest place on the podium.",en,DenverKVS
70,2022-02-16 00:52:33+00:00,"@nytimes I don't for a minute doubt that she's skating by, so to speak, because they're afraid that Putin will smash into Ukraine in retaliation if they boot the skater.",en,EmpressEllKay
71,2022-02-16 00:47:20+00:00,@nytimes Bad enough Russia owns half of the United States Congress.,en,Wildrider51
72,2022-02-16 00:31:25+00:00,@nytimes in a few months we’re gonna find out they let ol girl rock in exchange for russia withdrawing from ukraine or something,en,LyonnaLyu
73,2022-02-16 00:22:13+00:00,"@nytimes I don't know why Russia even bothers lying all the time. EVERYONE knows they lie constantly.\n\nAt least have the balls to just say ""I know this is wrong or cheating, but this is what we're going to do.""",en,MNtravis
74,2022-02-16 00:21:49+00:00,@nytimes Russia cheats.,en,SteveLuttner
75,2022-02-16 00:14:57+00:00,"@nytimes You’ll get there eventually @nytimes. There’s a reason that certain drugs end up on WADA’s list, and you cant just google this as a layperson and try to establish intent and offer absolution. It’s no secret what substances are banned - Pretty sure Russia is familiar.",en,JeffreyKoontzx
76,2022-02-16 00:14:27+00:00,@nytimes we know it's all BS...\n\nstories about Russia and doping are at almost every sports event...\n\nstop giving them coverage...\n\njust say it like it is...\n\nthe Russians CHEAT WELL !!!,en,OneGuyOpinion42
0,2022-02-17 23:55:32+00:00,"@nytimes “They want (us) to protect against Russia, and yet they pay billions of dollars to Russia, and we're the schmucks paying for the whole thing."" DJT",en,bourbon_guns
1,2022-02-17 23:52:09+00:00,@nytimes So russia is like USA then. Since we bombed and killed 7 kids and biden told us it was isis.,en,HMac0318
2,2022-02-17 23:45:03+00:00,"@nytimes I believe Ukraine.  I understand why Trump ❤ Putin.  It's  bcuz they're exactly alike.  Lie, cheat, steal - they both do the divide &amp; conquer thing.  And \n@FoxNews is the 'Kremlin American Style'.",en,SonnySandysMom1
3,2022-02-17 23:29:24+00:00,"@nytimes Am I the only one who thinks she threw the event?  By taking a fall, she allowed Russia to take gold and silver which they wouldn’t have taken, if she had won.  Is there anyone who thinks Russia is above fixing this thing?",en,twacker1
4,2022-02-17 23:09:35+00:00,"""A whistling sound, then an explosion."" Shelling hit a kindergarten on Thursday, wounding three teachers, Ukraine's military said.\n\nStudents at the school, Fairytale Kindergarten, were moved to a windowless area and teachers told stories to keep them calm. https://t.co/fANFSrluOf https://t.co/Pl5H3cFCOj",en,nytimes
5,2022-02-17 22:20:05+00:00,"@nytimes I wonder where this leaves Ukraine? The Olympic committee allowed her to take part, they stuck to their end of the bargain. Will Russia stick to their side of the deal? I thought it was a lot of pressure for anyone, let alone someone so young.",en,dh77_david
6,2022-02-17 22:17:09+00:00,@nytimes Didn’t The NY Times report misinformation about Russia and Trump,en,westtexastough
7,2022-02-17 21:50:58+00:00,@nytimes Oh yeah... can't think of a single reason why we wouldn't want to start a war between the US and Russia.... https://t.co/ijPevHIeaC,en,GuyInRealLife81
8,2022-02-17 20:30:54+00:00,@nytimes 30 years of peace? Russia invaded and took control of Crimea in 2012 during Obozo’s term. Smh,en,SingleDallasGuy
9,2022-02-17 20:29:37+00:00,"@nytimes Putin’s demand is almost impossible to get fulfilled. He determines where, when and the strength of forces. He can change his mind at anytime. But the prediction may force Putin change his plan and help Ukraine.",en,Jameson34365076
10,2022-02-17 19:46:20+00:00,"@nytimes i think Putin will not attack Ukraine to prove Biden is wrong.  Biden is smart playing Putin. saying that Putin will attack, reverse psychology!? great job Biden.",en,kahehikili
11,2022-02-17 19:25:24+00:00,"@nytimes @thereidout As a result, will immediately be deployed to fight in Ukraine",en,ArthurCaplan
12,2022-02-17 19:16:41+00:00,"@nytimes What are you even talking about? Europe is not threatened by Russia, it just wants to avoid a direct war with Russia, exactly as the US. Tell me now how it would help them to have the ay the US has?",en,JDescob
13,2022-02-17 19:14:35+00:00,"@nytimes She and her family need to GET OUT OF RUSSIA and move to a country where she will have a proper coach who’ll nurture her talent, not torture her. Yes, she is responsible for what she was doing and taking, but if she doesn’t get out of Russia now, her career is over.",en,WeirderIsGood
14,2022-02-17 19:12:50+00:00,@nytimes @thereidout And contrary to the IOC's wishes of no further harm...\nanother poor young pawn of the unethical Russian sports programs is the latest victim. \nWhy are the rules different for Russia?,en,AdirondackBark
15,2022-02-17 19:12:40+00:00,@nytimes Biden: pleaseeeee Mr. Putin just invade Ukraine already!! I’m gonna shit my pants on midterm election if you don’t do anything!!!,en,Levinepush
