,tweetcreatedts,text,language,username
70,2022-05-02 15:58:46+00:00,@nytimes I briefly had a subscription to the times just to see what was up in ukraine. Canceled about a month ago. Anytime I see something like this it just makes me so happy that I'm no longer giving you money,en,chefplsm8
71,2022-05-02 15:53:37+00:00,"@nytimes Pass this on to Tucker \n\nHey Tucker, Russia is running low on Generals, there may be an opening you can check out.",en,B_E_Bishop
72,2022-05-02 15:50:33+00:00,"@nytimes “Mr. Tinkov, …, criticized the war in Ukraine in a post on Instagram. The next day, he said, President Vladimir V. Putin’s administration contacted his executives and threatened to nationalize his bank if it did not cut ties with him. Last week, he sold his 35 percent stake …”",en,Jameson34365076
73,2022-05-02 15:40:52+00:00,@nytimes This American largess that our lying politicians sell us is more likely a bribe to keep the Ukrainians quiet about the corruption with Joe and family and our fatally ill government and it fuels the fraudulent narrative that Russia is our enemy.   Russian people are awesome.,en,kevincferrylaw
74,2022-05-02 15:34:06+00:00,"@nytimes That’s been Putin/Russia’s stance thus far, if you don’t allow us to invade this sovereign nation and take it for our own there will be consequences. Fuck that. Let them try to “retaliate” against the west. NATO is growing in spite of he and trump’s efforts.",en,KaaronMd
75,2022-05-02 15:25:13+00:00,@nytimes It seems like Russia is provoking the entire world.,en,MikelSwiss
76,2022-05-02 15:22:05+00:00,@nytimes No words R stopping Russia 🇷🇺 his unexpected movements of invade Ukraine 🇺🇦 taking him to new height of FALL,en,Rajendr63151753
77,2022-05-02 15:16:30+00:00,"@nytimes He made a deal with the devil, and now hopes for sympathy? The oligarchs were permitted to loot Russia in exchange for keeping Putin in power. They are complicit in the Ukrainian genocide. Let’s not forget that!",en,TomGlover
78,2022-05-02 15:15:26+00:00,@nytimes Ensuring her lockheed and martin investment is being put to good use! Keep fighting ukraine shes making crazy gains!,en,FilliamWuller
79,2022-05-02 15:14:47+00:00,@nytimes Why does the Biden Admin want to go to war with #Russia over the #Ukraine? What's the treasure their trying to protect?,en,BelowTestDepth
80,2022-05-02 15:13:44+00:00,@nytimes Ukraine will be the winner and Putin must be charged for what he did for Ukraine and other countries.,en,CUIXIAOBIN
81,2022-05-02 15:10:30+00:00,@nytimes The situation in Ukraine is a new Crusade against the Orthodoxy just like the 4th Crusade in 1204 against Constantinople.\n\nWho organized the Crusades?\nCatholics did!\n\nNancy Pelosi is not telling how the Orthodox Christians getting persecuted in US for not turning against Russia!!,en,PlatoNyc
82,2022-05-02 15:09:54+00:00,"@nytimes If we don’t stop Russia soon, democracy around the world is at risk. A risk that threatens the existence of the human race #StopRussia",en,youngactivist__
83,2022-05-02 15:08:48+00:00,"@nytimes Wow, I agree with Nancy Pelosi!\nThere’s a first time for everything.\nRussia will follow the path of all bullies: they’ll continue throwing their weight around until they are forcibly stopped.",en,BaldChimpanzee
84,2022-05-02 15:07:34+00:00,@nytimes This is the same @nytimes that said Russia Collusion was real and @HunterBiden LAPTOP was fake????? Real journalism died years ago..Paper of record???😂😭😂😭😭😂😭💩💩💩💩💩💩,en,RobertB34237873
85,2022-05-02 15:05:52+00:00,@nytimes Ukraine and USA fooling everyone lol,en,K_TheMan40
86,2022-05-02 14:48:07+00:00,@nytimes You love interviewing the traitors from Russia turning against Russia...\n\nTell us how the Orthodox Christians getting persecuted in US for refusing to turn against Orthodox Russia.\n\nI'm one of them...\n(I'm not even Russian).,en,PlatoNyc
87,2022-05-02 14:47:50+00:00,@nytimes And Magats still align with Russia. Sad.,en,Jenny43461540
88,2022-05-02 14:44:08+00:00,@nytimes Israel is and has been Russia sympathizer. No one cares whatever Israel would get from Russia. #Israel,en,JackMich01
89,2022-05-02 14:41:42+00:00,"@nytimes The instant I read that Russia committed 65% of its ground forces, I knew this was a lie and had to stop reading. \n\nUK should try to lies smartly.",en,RayMwabini
90,2022-05-02 14:38:27+00:00,@nytimes None of humanity has an ounce of belief in Russia's future. Wait until Moscow is sitting in a pile of smoldering rubble.,en,stemcellsmovie
91,2022-05-02 14:36:24+00:00,@nytimes Everything from Ukraine and western fake news media is fake.,en,HoumedKamil2
92,2022-05-02 14:34:17+00:00,"@nytimes Just a question why do you feel sorry for the children now, but when they were killed  Ukraine, you didn't care about them.Why did Ukraine kill people in Donbass, we did not impose sanctions against them and let them commit atrocities",en,Krueger01642620
93,2022-05-02 14:31:05+00:00,@nytimes I wonder if @SpeakerPelosi had the integrity to tell Ukraine that they won’t get the promised funding bc she and @JoeBiden decided to use it to blackmail Congress on COVID funding.,en,datadam
94,2022-05-02 14:13:27+00:00,"@nytimes Israel plays both sides, if you want to make a difference then close your airspace to Russian Scum and condemn them for their actions in Ukraine.",en,PlayingaroundW
95,2022-05-02 14:04:03+00:00,"@nytimes He can condemn all he wants.  The evidence is overwhelming, given Israel's annihilation of Palestinian life, themselves a semitic people. It's also not a stretch to suggest that Hitler himself had Jewish roots from his father, Alois.  Israel and Russia are equally guilty.",en,BarryMcLean69
96,2022-05-02 14:03:23+00:00,@nytimes @maggieNYT So Israel only profusely condemns Russia when Russia insinuates Hitler had Jewish blood…but not much criticism when Russia starts a genocidal attack on Ukraine…?,en,beckoh
97,2022-05-02 13:56:17+00:00,"@nytimes #Russia is increasingly sounding unhinged. Time and again the sycophants of #Putin fall prey, inevitably, to their own lies and suffer unexpected defeats. Slapped down by the PM of @Israel is further evidence of how far the #Putin regime has fallen from reality. #Antisemitism",en,AnnaLog28694349
98,2022-05-02 13:54:30+00:00,"@nytimes - A British intelligence agency said on Monday that the Russian losses in the war have been staggering, and that one in four of the invasion units deployed to Ukraine have been “rendered combat ineffective.”",en,ericahlevine
99,2022-05-02 13:51:24+00:00,"@nytimes Israel outrage only comes when someone say or do bad things against Jews and they expect those people to be cast out by everyone,when everyone wanted Israel to condemn Russia for invading Ukraine,they chickened out.",en,obetodennis
100,2022-05-02 13:47:42+00:00,@nytimes Russia will be the future of America soon,en,love_allama
101,2022-05-02 13:47:28+00:00,@nytimes alienating israel from russia despite her effort to stay neutral. what a smart guy.,en,mdr_p9
102,2022-05-02 13:45:42+00:00,@nytimes Good time to come invade Russia.,en,futureherman
103,2022-05-02 13:43:42+00:00,@nytimes Russia has messed with a mongoose. #IStandWithUkraine,en,NaytDX
104,2022-05-02 13:37:59+00:00,"@nytimes the Russian performer was not engaged in singing, but in supporting the war. Such ""culture"" has no place in civilization! Glory to Ukraine!! 💛💙🇺🇦",en,SmizMara
105,2022-05-02 13:37:13+00:00,"@nytimes Protector Blue and Yellow tenderly wraps her, it wraps us. \nRussia may have battered it ragged and rent, but it lives.",en,Healthylivin_00
106,2022-05-02 13:14:25+00:00,@nytimes Maybe people is not happy handing out billions of dollars to Ukraine either 🤔,en,APlinius
107,2022-05-02 13:02:54+00:00,@nytimes The Russian army deaths in just one month in the invasion of Ukraine is more than the Soviet army deaths in 9 years in the invasion of Afghanistan in the 80s....,en,Emer092772
108,2022-05-02 12:57:11+00:00,@nytimes Then Ukraine does not need more weapons,en,ek_jerry
109,2022-05-02 12:40:11+00:00,"@nytimes This inconditional support is adding to the conflict. What is exactly the aim? Is it regime change in Russia? “Well, whenever the US tried regime change, it didn’t turn out very well and has never been tried with a nuclear power.This is like playing with fire."" #Varoufakis \n#ww3",en,DuchessOfOia
110,2022-05-02 12:20:38+00:00,"@nytimes Who writes this crap. Russian army count is about 1,000,000 soldiers. Currently mobilzed in Ukraine is about 125,000 which is about 12%.",en,Jimmy19443312
111,2022-05-02 12:13:52+00:00,@nytimes Russia is losing the war and may have to withdraw its forces completely from all of ukraine.,en,Fucktru72144917
112,2022-05-02 12:10:01+00:00,"@nytimes Great to see Jim McGovern, Nancy Pelosi and Jason Crow visiting with Zelensky in Ukraine. The nasty and jealous tweets castigating Nancy Pelosi are indicative of our division in the US. Right hates left and visa versa. Stop it! Let's  support each other. We are at war.",en,LaddieBella
113,2022-05-02 12:02:18+00:00,"@nytimes There  a lot Propaganda on both sides, I think both sides have had heavy losses , long as Russia controls  the air space , Ukraine is going have hard time winning this war , I see escalation from US and Britain, it wouldn’t surprise me we will have our airplanes in sky soon!",en,phummel78
114,2022-05-02 11:57:22+00:00,"@nytimes Signora You never wanted that Russia and Ukraine reach reach a peaceful settlement see how you use the phrase "" until FIGHT IS DONE"" are you not ashamed???",en,TMahtani
115,2022-05-02 11:57:07+00:00,"@nytimes There should be worry about what a weak, embarrassed #russia is willing to do #UkraineRussiaWar",en,autoZee
116,2022-05-02 11:55:12+00:00,"@nytimes @KresySiberia Sadly, I have yet to meet a single Russian American who doesn't support what Russia is doing in the Ukraine. They're all horrible. They think Putin is great. Why are they here? Send them all back to their beloved motherland.",en,LeksiW
117,2022-05-02 11:54:35+00:00,"@nytimes There are so many of these attacks &amp; some surely beyond the reach of Ukrainian armed forces that there has to an element of sabotage involved. It’s good for Ukraine either way, possibly better if it’s sabotage from within as It gives Russia another front that it has to fight on.",en,Garethjaz
118,2022-05-02 11:46:07+00:00,@nytimes The western media never stops the lies. All these people blame Ukraine and the nazi of Azov and don't want to go to Ukrainian-controlled territory.,en,gsantostasi
119,2022-05-02 11:42:05+00:00,"@nytimes Stop the propaganda, Putin's demands are legit, let Ukraine resolve the issues amicably. Gaslighter USA.",en,waqasashk
120,2022-05-02 11:42:00+00:00,"@nytimes You're talking about the Russia that ended Nazi's pretty much on they're own, cant handle Ucraine/ NATO?\nYou msm are doing what you can to start WW3, I'll give you that.",en,JoanaPe81954747
121,2022-05-02 11:36:59+00:00,@nytimes God Bless Ukraine !!!,en,Emer092772
122,2022-05-02 11:35:03+00:00,"@nytimes As I said before Russian troops retreated to eastern Ukraine, #PutinsWar was so badly planned I could tell his troops weren't going to last long. They're going on suicide missions, but the Russians keep telling themselves they're winning. They clearly don't stand a chance. https://t.co/ClSRfUZmXZ",en,MsLeeLee727
123,2022-05-02 11:34:26+00:00,@nytimes Good. Let Russia loose more,en,messydj330
124,2022-05-02 11:32:27+00:00,@nytimes I wish we would just give Ukraine the fighter jets they ask for then maybe they could finish the Russians off.,en,kkasbury
125,2022-05-02 11:31:10+00:00,"@nytimes People like me who have family who lost their lives in WW2 see the similarities to all of this, except now the media exists to spread what they feel necessary #Canada #russia #ukraine",en,SierraHandMade_
126,2022-05-02 11:27:11+00:00,"@nytimes That’s brilliant. Congratulations. Exposed the 45th and possibly the 47th US President as being totally disingenuous, shallow and scared to move out of his bunker and show real support for the brave nation of Ukraine.",en,dchadder
127,2022-05-02 11:24:33+00:00,@nytimes human civilisation… russia - cancer.,en,iamanego
128,2022-05-02 11:23:40+00:00,"@nytimes Go! Go! Go! Russia. The price lies in France. Pass by the Buckingham Palace, Windsor and the stores of Belgium.",en,weinslas
129,2022-05-02 11:20:56+00:00,"@nytimes @mehdirhasan I hope he manages to survive! The gods know Putin has no problems w/ poisoning whoever doesn't agree w/ him &amp; his ""vision"" for Russia.",en,TiredOfLies2021
130,2022-05-02 11:19:54+00:00,@nytimes Polls getting photo-ops in #Ukraine while they can't even protect human rights at home. Please. https://t.co/FZP3wcben5,en,PTheeEducator
131,2022-05-02 11:13:12+00:00,@nytimes #UkraineRussianWar Time has come to join hands against @NATO  for a formidable nuclear deterrence.Pumping in of arms &amp; mercenaries in Ukraine war must be met with offensive action by Russia &amp; its allies to teach a lesson \n@KremlinRussia_E War will end with bloody nose of @POTUS,en,mudaliar61
132,2022-05-02 11:10:00+00:00,"@nytimes At the moment, the whole of Europe is overflowing with refugees from Ukraine, in fact, social assistance was given only in the first weeks and then on the enthusiasm of local volunteers. We are well aware that no one needs us either in Europe or in the United States.",en,Roman_Losev_
133,2022-05-02 10:56:05+00:00,@nytimes This doesn't make sense. If that is the case why isn't the Ukraine winning? Why are the hold up in a steel factory?... Wasn't  a Canadian general captured by the Russians?,en,Ken04989139
134,2022-05-02 10:51:01+00:00,@nytimes And they keep destroying Ukraine how do they do it with such heavy loss as yu allege?,en,CiromanWase
135,2022-05-02 10:44:56+00:00,"@nytimes If Ukraine has to kill Russian forces in order to survive,I am all for it.",en,kudzowt
136,2022-05-02 10:44:19+00:00,"@nytimes Or ""lone wolf"" #Russian citizens resisting #Putin's illegal, unjustified,  invasion of #Ukraine...",en,aKookyFish
137,2022-05-02 10:43:56+00:00,@nytimes Number of active soldiers not counting special groups and contracted troops from 900 to 1 million. Number of soldiers sent to Ukraine 80 thousand. Ukraine is really winning the war on twitter,en,ato_capital
138,2022-05-02 10:37:48+00:00,@nytimes Was she visiting to collect on the money Ukraine owed her? #corruption,en,griffinjor11
139,2022-05-02 10:34:35+00:00,@nytimes hideous journalism to insinuate that russia is denying the civilians safe exit. every single interview of the citizens who were there say they were kept there against their will by azov. \n\nincredible to watch the nyt do the dirtywork for dyed in the wool nazis,en,wrldslavecenter
140,2022-05-02 10:34:07+00:00,@nytimes @Angry_Staffer My investment in Ukraine Sunflower seed futures looks like it’s paying off. \n🇺🇦❤️🇺🇦❤️🇺🇦,en,sentdata
141,2022-05-02 10:32:45+00:00,"@nytimes It all tells you, how dishonest and hypocritical American politics are.\nFirst do anything possible to trigger war.\nAmerican people would not want and allow America to go to another war.\nBut finally they got it straight.\nThey get the war declared by the enemy (Japan, Russia).",en,ThomasPrass
142,2022-05-02 10:31:01+00:00,"@nytimes Absolutely nonsense but if you want to defeat Russia now is perfectly time for offensive! Try it, probably you will be surprised 😙",en,candlestickTip
143,2022-05-02 10:26:59+00:00,"@nytimes The military-industrial complex is dispatching its proxies to Ukraine to ensure a prolonged war. Let's face it, without war the complex will collapse. They're salivating as Ukrainians die foolishly.",en,OjahBaako
144,2022-05-02 10:26:04+00:00,@nytimes End Putin's murderous aggression at Ukraine!,en,JiQed
145,2022-05-02 10:25:32+00:00,"@nytimes America indirectly declared war to Russia.\nBut remember all friends outside USA, America has lost all wars since 1946, most in a degrading manner as Vietnam, Iraq, Afghanistan, Syria.\nSo it doesn't look good. Both for America as well as for it's allies.\nSo let's check it out? https://t.co/5Jfaqv05S1",en,ThomasPrass
146,2022-05-02 10:19:19+00:00,@nytimes The western forces are supplying arms to Ukraine just enough to keep the war ticking over without any prospect of a result.This is a repetition of so many wars since end of WW2 .The arms manafacturers funding to govts.control this as they make  \n  €£Billions,en,JohnCur74968742
147,2022-05-02 10:18:11+00:00,"@nytimes But, how much of the surplus of weapons have the NATO countries expended on the war. Russia is weaker but so are we. It will be tough to replenish our supplies since we are reliant on China for many of the raw materials for weapons production.",en,Ricky28628415
148,2022-05-02 10:17:00+00:00,"@nytimes Is Ukraine unaffected? All of you guys keep harping on Russia's defeats. The reality is that Russia is not without flaws, but Ukraine has suffered far more than Russia has.",en,MohedAbdisalam
149,2022-05-02 10:15:51+00:00,"@nytimes Now we roll on Moscow, and put an end to Russia.",en,JohnPAT01356957
0,2022-05-03 23:30:40+00:00,"@nytimes Russia is brazenly committing genocide, and what are we doing about it?",en,Luminaria98
1,2022-05-03 22:40:40+00:00,@nytimes That’s such a lie!! Like Russia hoax!! 97 percent of abortion are and it’ll be legally in these states with or without rvsw!! The other 3percent will find a way around anyway!! So all bs!!,en,CorneliuPalade1
2,2022-05-03 22:36:12+00:00,@nytimes When will the New York Times stop calling this The war in Ukraine and call it what it truthfully should be called . We are now involved in World War Three so say it out loud because it is true.  People need to hear truth.,en,The_Old_Hippie
3,2022-05-03 22:33:39+00:00,"@nytimes Hungarian know cost of sanction,understand the diplomacy of US nd secretly supplied TPS radar system to Pakistan nd deployed against India,for arms sell US can do anything,already destroyed Ukraine nd next may be Iran/north Korea.\nThat's why India never come under the US pressure",en,DamdeSunil
4,2022-05-03 22:17:17+00:00,@nytimes Many countries such as....Russia?,en,joragui32
5,2022-05-03 21:56:10+00:00,"@nytimes Dumb Biden: “Before Russia attacked, we made sure that Russia had Javelins and other weapons to strengthen their defences, so that Ukraine was ready for whatever happened.” https://t.co/8cxKwRH4hO",en,smascerato
6,2022-05-03 21:55:01+00:00,"@nytimes you write something about Zelensky, about Biden and about West, etc.. write what good they did in Ukraine ?.. 🤔",en,russia_justice
7,2022-05-03 21:50:36+00:00,@nytimes you write such nonsense.. 🤦‍♀️🤣,en,russia_justice
8,2022-05-03 21:44:50+00:00,"@nytimes It’s worrying they’re saying this now\n\nThey’ve been relatively quiet this whole time, a good diplomatic response when ur trying to work things out behind the scenes\n\nSo the fact they’re explicitly condemning Russia now, means whatever negotiations were happening have fallen apart",en,oooblahhh
9,2022-05-03 21:36:04+00:00,"@nytimes This guy must leave politics.He is a dangerous politician 2America and international peace.Hilary Clinton,Chuck Schumer,Nancy Pelosi&amp;Antony Blinken are pushing Biden 2wage WW3 against Russia before Trump&amp;the Republicans take the control of congress after 2022 midterm elections.",en,HoumedKamil2
10,2022-05-03 21:28:58+00:00,"@nytimes claims that the ""Western officials"" say that Russia is ""holding back"" in Ukraine while extensively quoting an ex-GRU colonel and an access academic, both from the thoroughly Kremlin penterated Moscow Carnegie Center. \nNo. Putin is not holding back in Ukraine.",en,EerikNKross
11,2022-05-03 21:24:06+00:00,@nytimes What!? Ukraine's finest hour??? Mad man talking 🙄,en,LisaF27993587
12,2022-05-03 21:06:25+00:00,@nytimes What the fuck is wrong with you US people? It is 2022 and now you are abolishing abortion due to some biblical bullshit. I just wonder what is more incredible in 2022 - Russia attacking Europe or US Conservative worldview that makes Talebans look like a bunch of suffragettes.,en,PekonenO
13,2022-05-03 21:04:09+00:00,@nytimes How do Biden measure success in Ukraine fight $33 Billion ? While America is struggling economically ? Where do they tap that cash ? At what cost and interest to US not cheap duh!! Biden how do we pay that ? As usual printing money US don’t have unreal !,en,kasganaan
14,2022-05-03 20:44:51+00:00,@nytimes because of the city occupied by the Nazi.. 🤦‍♀️😏,en,russia_justice
15,2022-05-03 20:37:07+00:00,@nytimes bitterly disappointed at Russia for depriving them of chances of atrocity propaganda https://t.co/a976l3Aq16,en,curious_cat20
16,2022-05-03 20:31:01+00:00,@nytimes The Mall reopened and Russia is sending tons of humanitarian aid. Don´t spread this Western propaganda. https://t.co/nHJmiWJ6EM,en,FGrapelli
17,2022-05-03 20:20:22+00:00,@nytimes God have mercy on your people in Ukraine.,en,ErasmusEshemim1
18,2022-05-03 19:55:17+00:00,@nytimes Using civilians as human-shields the new @NATO strategy ... Ukraine army has been decimated ... https://t.co/7BY7c6vnnJ,en,_Abezethibou
19,2022-05-03 19:51:29+00:00,"@nytimes No humanitarian aid from Ukraine, that is...",en,HiwattPete
20,2022-05-03 19:34:30+00:00,"@nytimes The Russia's foreign minister is BOLD because you can't tell the truth. Maybe, he will inform the world that Jesus the Christ (Yeshua) is a black man.",en,DanielDarries
21,2022-05-03 19:32:47+00:00,@nytimes Ukraine needs something that can reach Moscow...Moscow did not have decent bombing in a long while.,en,zlat_z
22,2022-05-03 19:26:39+00:00,"@nytimes Point me to when Mitch asked for an investigation of the extortion of Ukraine, Trump's call to Georgia or the insurrection, including all the planners in his caucus. Un-American toadie.",en,blackholetalos
23,2022-05-03 19:22:32+00:00,@nytimes How is the UN still allowing this shit. When are they finally going to step up? when Russia is half way invading Poland?,en,ArcturusXCIX
24,2022-05-03 19:17:39+00:00,@nytimes Nice move by Russia,en,kapariguy
25,2022-05-03 19:15:49+00:00,"@nytimes There's a lot of blame to go around. DNC leadership, RBG, Russia. Trump, etc. \n\nBut let's not forget that Mitch McConnell held a SCOTUS seat open for nearly a year under Obama. Gorsuch shouldn't even be there.",en,RScottWilson
26,2022-05-03 17:41:52+00:00,"@nytimes Yup, politicians!!!\n\nAdding fuel to the fire.\n\nRussia is laughing at us.",en,60seconds16
27,2022-05-03 17:25:53+00:00,@nytimes It doesn't make sense that the Ukraine war ended up destroying Europe with a collapsed economy and people are suffering there. The US led sanctions to Russia do not hurt US but in fact benefited from it. US should not criticize Europe for their survival behavior.,en,Freedom17071883
28,2022-05-03 17:13:30+00:00,@nytimes Kick Hungary out of EU..plain and simple. Viktor Orban is a Russian supporter and a Ukraine hater. What do you expect.,en,kamalmohammed48
29,2022-05-03 17:03:36+00:00,"@nytimes Remember when Wikileaks released internal DNC emails about how they sabotaged Barney, and y’all ignored both the substance, and the leak, and turned it in to a russia conspiracy theory?",en,RicardoHellGov
30,2022-05-03 16:55:38+00:00,"@nytimes Look at the so called protectors of the morals and human rights going back to buying oil from Russia...Now EU falling apart. Fuckin hypocrites, tall claims of climate actions are also bogus.",en,JitulAdhikary
31,2022-05-03 16:43:13+00:00,@nytimes But doubtfully doubtful about Ukraine 🇺🇦 joining EU and NATO 🙄🙄🙄 #Ukraine #Germany #WARINUKRAINE,en,reinamtaki
32,2022-05-03 16:29:28+00:00,@nytimes @nicsperling your diligent work is hastening and end to this war and boxing up Russia as pariah,en,OceanBeach309
33,2022-05-03 16:15:58+00:00,"@nytimes I don’t want to see the war in the world, specifically between Ukraine and Russia. But I think we need to see the real numbers, not politics one. I believe that Russia army doesn’t intend to kill any Ukrainian civilians but some time bomb has not an eye to run into right location",en,DaveVu85
34,2022-05-03 16:12:59+00:00,"@nytimes NYT has lost credibility by quoting nameless ""Pentagon Officials"". NYT quoted ""highly credible sources"" for Russia-Russia-Russia and countless other fake news stories. Do better. If anyone makes a claim this substantial, make them  own it. Otherwise, why print it?",en,Michele21464218
35,2022-05-03 16:00:46+00:00,"@nytimes just sends me a push about Russia, Roe vs. Wade and... the Met gala.\n\nThe world is going to hell. Lemme just zip over here and watch rich people ignoring the fact...",en,ContentAbundant
36,2022-05-03 15:44:23+00:00,"@nytimes Says the company that weaponizes all its readers views of conservatives who: want border controls, want less govt control &amp; spending, hate runaway taxation, laugh at the shitstorm in Afghanistan, are sad we let Russia invade Ukraine, believe in parental rights &amp; notifications",en,YcartZnel
37,2022-05-03 15:29:28+00:00,"@nytimes Possible Russian ties? No, it belongs to one of Putin's cohorts, will now be sold. Proceeds earmarked for Ukraine. Much more to come.",en,Petersen11H
38,2022-05-03 15:25:11+00:00,"@nytimes What drug is he on? Russia helped nazi germany in 1939 to 1941 and quiet recently they bombed babyn yar a holocaust memorial , site in beggining of march and carried out many unforgivable acts against civillians and he wants to call jews nazis?",en,Roger11216
39,2022-05-03 14:56:50+00:00,"@nytimes Ukraine is being used as a battering ram, egged on by this war-mongerer and hatemongering rags like the New York Crimes. \n\nYou all have the blood of the Ukrainian people on your hands.",en,GeneralRipper3
40,2022-05-03 14:47:18+00:00,@nytimes This is how Russia got stuck with Putin.,en,Dibyendu85Das
41,2022-05-03 14:37:06+00:00,"@nytimes This qualifies as influencing American politics, much like Russia does",en,KingHut2014
42,2022-05-03 14:36:04+00:00,@nytimes This is the other Ukraine....,en,edavid57edavid
43,2022-05-03 14:31:47+00:00,@nytimes Is everything in the world expecting on Roe &amp; Wade situation? WHAT'S GOING ON IN UKRAINE? SH... UP!,en,edavid57edavid
44,2022-05-03 14:19:35+00:00,"@nytimes 🤔 Ukraine Army has been decimated,  Ukraine is ""winning"" the war in the wey dreams of social media only ,meanwhile  in the real life ...there is nothing those bastard Nazis can do but to wait to be erased from earth. https://t.co/YSLXdo1aa9",en,_Abezethibou
45,2022-05-03 14:05:54+00:00,"@nytimes outraged when I saw this. But, seriously, what’s the real T. No 1 leaks a SC Draft. What’s the REAL REAL News. I call distraction! Official War on Ukraine? Cover up Jan 6th info?Some 1 check on #JulianAssange plz!",en,samgrad08
46,2022-05-03 14:01:08+00:00,@nytimes Ukraine's finest hour: cities being destroyed and civilians being killed. Diplomacy would have helped.,en,madeindema73
47,2022-05-03 13:53:29+00:00,"@nytimes I’m sure this is true. And Steve Jobs was considered an absolute Tyrant by pretty much everybody. If it wasn’t for  this supreme confidence, however, we wouldn’t have smart phones, affordable EVs, or satellites beaming Wi-Fi into sub-Sahara Africa and Ukraine.",en,Will_Be_Free
48,2022-05-03 13:52:54+00:00,@nytimes Watch Ukraine on fire people 👍,en,seanyboi8t6
49,2022-05-03 13:38:26+00:00,"@nytimes I reckon we put Nancy Pelosi on the frontline in Ukraine and then see if she has this""strongest possible military response"". Talk is cheap.",en,IMDABozza
50,2022-05-03 13:37:22+00:00,"@nytimes Jen Psaki says White House doesn't want to ""define what success in Ukraine looks like,"" but wants U.S. taxpayers to give them another $33 billion toward it. \n\nThis is insane.",en,Morris4658x
51,2022-05-03 13:23:02+00:00,"@nytimes Lol. If Russia wanted, they would have won this war weeks ago using their full might. They are cautious to not hurt civilian population.\n\nGlory to Russia",en,vakilsahab23
52,2022-05-03 13:21:25+00:00,@nytimes What is Victory?\nThe whole of Ukraine is destroyed &amp; world claims victory as they did not surrender due to false hopes by West. \nRussia &amp; Ukraine must immediately do cease fire and resolve issues diplomatically as the only winner in this war is Wild Wild West.,en,alokg2k
53,2022-05-03 13:16:23+00:00,"@nytimes “Stayed in the spotlight”?\n\nLMFAO…I thought all those hit pieces on him, a fake Russia psy-op for 4 years, complete made up lies about his family, and slandering his name 24/7 was supposed to stop him??\n\nAmericans know who their TRUE LEADER is!!! 🇺🇸🇺🇸🇺🇸",en,PeepPetey
54,2022-05-03 13:16:17+00:00,@nytimes He's not lying but how unfortunate this job was left up to Ukraine to handle when all of Europe is ultimately at risk.,en,SIRodriguezNY
55,2022-05-03 13:13:07+00:00,@nytimes May the horrors of this war end.  Thanking God the Ukrainians have stood up to such evil. God bless Ukraine and strengthen their resolve to survive and rebuild their country.,en,SueMegs0707
56,2022-05-03 13:08:03+00:00,@nytimes US &amp; UK govt's invoke Boris Johnson to tell us the Russian invasion getting stuck 50km inside the poorest country in Europe... is the reason we need to increase our defense spending by trillions to defend against Russia.,en,skbozphd
57,2022-05-03 12:37:10+00:00,@nytimes We don’t care! Especially since she you know drummed up the fake Russia Collusion  thing 🤡🤡🤡,en,BHFreedomFound
58,2022-05-03 12:27:44+00:00,"@nytimes “Quo vadis “ Russia ?  , with Vladimir Putin ….",en,a_falco9
59,2022-05-03 12:18:39+00:00,@nytimes Russia should get used to it. War is hell.,en,okthenthis
60,2022-05-03 12:15:38+00:00,@nytimes Am sorry for ukraine,en,JacobDondo1
61,2022-05-03 12:11:52+00:00,@nytimes you still think Hillarys emails were a bigger story then Russia? You still think you're coverage 2016 was fair?,en,bparrish
62,2022-05-03 11:57:41+00:00,@nytimes Nancy Pelosi's words are unimportant repeating the same false justifications for one more🇺🇸US intervention&amp;an🇺🇸US PROXY Ukranian🇺🇦war against Russia🇷🇺endangering 🌎🌍🌏Countries STABILITY PEACE &amp;HUMANITY.,en,FWorldcitizen
63,2022-05-03 11:33:38+00:00,@nytimes Why is the Biden government using Ukraine as a proxy in their war with Russia?,en,Fr_Sike
64,2022-05-03 11:09:24+00:00,@nytimes Why do Americans and congressmen allow the country to go bankrupt? !!!! The country needs that money. so many domestic problems where money is needed and the higher ups decide to spend it milliardes on a war in a meniscula Ukraine!!!!!🤦🏻‍♀️,en,angelika_dimon
65,2022-05-03 11:06:12+00:00,"@nytimes Jesus nobody cares, I literally preferred you lying about the war in Ukraine and Tucker Carlson",en,megadongs
66,2022-05-03 11:04:27+00:00,"@nytimes And when will this child live in peacetime and have fun? 69 DAYS WAITING. Sanctions only make Russia richer. From all over the world they brought weapons of the 60-70s, rubbish for which Ukraine owes money .... WHERE IS THE SCHEME LEADING TO PEACE?",en,UKRAINEC_DNEPR
67,2022-05-03 10:57:54+00:00,@nytimes FFS. I thought NYT hit bottom with Russia Russia and 1619 but apparently not,en,LarsUllern86
68,2022-05-03 10:45:06+00:00,@nytimes Russia invaded Ukraine because USA+NATO did nothing when Ukraine started shelling the Donbas on May 16th 2022. We had the opportunity to stop this war.\n\nWe let Ukrainians pay the price for our proxy war with Putin with their blood. And Nancy's laughing all the way to the bank.,en,megadongs
69,2022-05-03 10:38:18+00:00,@nytimes It looks like an actual map of Ukraine with the orcs bombing and invading  the south east of the country. 😕,en,doe66
70,2022-05-03 09:45:01+00:00,@nytimes And yet the US is happy to pour $Ms into Ukraine?? 🙄🙄,en,KizzieWiz
