"","X","Date","text"
"179",178,"2022-04-28 20:05:24+00:00","FIERY EXCHANGE: @Jim_Jordan was left stunned when Homeland Security Secretary Alejandro Mayorkas said ‘some’ of these illegal immigrants may still be in the country. https://t.co/wux2exTojV"
"180",179,"2022-04-28 20:03:58+00:00","Fewer Americans feeling positive about their finances, survey says https://t.co/HYOJO4RUMd"
"181",180,"2022-04-28 19:57:12+00:00","Georgia gov: Federal judge orders special committee to stop raising funds for Kemp https://t.co/DaRY8NT6ZK"
"182",181,"2022-04-28 19:44:58+00:00","Reaction to Biden's latest 'alarming' Russia gaffe: 'America deserves better' https://t.co/96J5jBqSOb"
"183",182,"2022-04-28 19:37:50+00:00","How much could gas cost travelers this summer? https://t.co/LOoiZ5xgOj"
"184",183,"2022-04-28 19:25:30+00:00","Amber Heard has symptoms of borderline personality disorder according to forensic psychologist: What is it? https://t.co/SoUMuJJmC2"
"185",184,"2022-04-28 19:09:59+00:00","Giants to decline fifth-year option on Daniel Jones as he faces likely 'prove it' season: report https://t.co/qng1WEcNKS"
"186",185,"2022-04-28 19:02:14+00:00","White House announces $275 million for law enforcement to combat opioid epidemic https://t.co/X9lV6ZBP6i"
"187",186,"2022-04-28 18:52:41+00:00","OPINION: Parents are chanting: 'Whose kids? Our kids.' And they're winning https://t.co/D2Cp3A3XGc"
"188",187,"2022-04-28 18:45:42+00:00","Arizona crews battle another fire as windy conditions threaten US https://t.co/IeHNKtpELP"
"189",188,"2022-04-28 18:30:16+00:00","Jordan's questioning of Myorkas about migrants on terror watch list goes off the rails

https://t.co/UXvN0Eafpv"
"190",189,"2022-04-28 18:20:05+00:00","Rubio sounds alarm over DHS misinformation office: 'It's time to wake up'

https://t.co/TTCSrGZii3"
"191",190,"2022-04-28 18:10:03+00:00","Suzanne Somers wants a ‘Three’s Company’ reboot with a John Ritter hologram, late actor’s son

https://t.co/ZNQ3Dbytpj"
"192",191,"2022-04-28 18:00:13+00:00","Watermelon man Ross Chastain's NASCAR Cup Series car to be sponsored by Pitbull at Dover

https://t.co/Dv7G8fQhNa"
"193",192,"2022-04-28 17:50:04+00:00","Taiwan facing largest COVID outbreak so far

https://t.co/AJyfN7CasW"
"194",193,"2022-04-28 17:40:07+00:00","Biden requests $33B from Congress for Ukraine emergency supplemental funding

https://t.co/1cKegiJTBv"
"195",194,"2022-04-28 17:30:09+00:00","Rep. Issa accuses DHS chief Mayorkas of secretly ending Title 42 early

https://t.co/etE0UqYVNB"
"196",195,"2022-04-28 17:20:04+00:00","Lily Peters murder: Wisconsin petition urges faster way to alert public of missing children

https://t.co/85DgY6t2aA"
"197",196,"2022-04-28 17:10:02+00:00","Leo Terrell: BLM has 'no other agenda' but to fundraise by playing the race card

https://t.co/xCgcvI8LiG"
"198",197,"2022-04-28 17:00:14+00:00","Sen. Cotton slams Biden, Mayorkas: They think borders 'should never be enforced'

https://t.co/nGVfyMbNQ1"
"199",198,"2022-04-28 16:54:00+00:00","Matthew Stafford's NFL Draft advice to Aidan Hutchinson: 'Just enjoy it'

https://t.co/55OtNpFxfq"
"200",199,"2022-04-28 16:50:03+00:00","Florida man appeals murder convictions in slayings of wife, three kids and dog in Disney-area home

https://t.co/xlJmKNvsVj"
"201",200,"2022-04-28 16:40:06+00:00","Biden says students are like teachers' children when in classroom

https://t.co/A9cbmpV9Dp"
"202",201,"2022-04-28 16:30:10+00:00","Mets' Buck Showalter engages in talks with MLB as more batters continue to get hit

https://t.co/CG0FiL3zwX"
"203",202,"2022-04-28 16:20:04+00:00","Massachusetts Dem arrested for DUI after crash, blows nearly four times the legal limit

https://t.co/ZHVYgLG49w"
"204",203,"2022-04-28 16:10:08+00:00","Blue states blasted for 'appalling' move to use COVID relief money to fund CRT: 'A trojan horse'

https://t.co/IJgNeIICs0"
"205",204,"2022-04-28 16:00:20+00:00","GOP Rep. Salazar slams media over 'major' 'socialist' threat: 'We have a duty we're not fulfilling'

https://t.co/HdOS0UOQSG"
"206",205,"2022-04-28 15:50:04+00:00","Biden rarely lunches with Harris, despite promise to make them a 'weekly' event

https://t.co/wcEC5lkks3"
"207",206,"2022-04-28 15:40:06+00:00","FBI warns teen boys increasingly targeted in online 'sextortion' schemes

https://t.co/CHkaFcoCRq"
"208",207,"2022-04-28 15:30:12+00:00","Hegseth rips states for using COVID relief money for CRT in schools: 'The goal is not education'

https://t.co/1mUG1MqkbM"
"209",208,"2022-04-28 15:20:05+00:00","Trump endorses Joe Lombardo in crowded GOP primary for Nevada governor

https://t.co/dOtvs9Ymab"
"210",209,"2022-04-28 15:10:03+00:00","Germany flips on sending arms to Ukraine, lawmakers overwhelmingly approve heavy weaponry shipment

https://t.co/Ei4wqJjpwh"
"211",210,"2022-04-28 15:00:18+00:00","Biden sending Congress proposals to further crack down on Russian oligarchs over war in Ukraine

https://t.co/SmzktGTfuE"
"212",211,"2022-04-28 14:50:06+00:00","Plains, Midwest and Great Lakes forecast to see cold weather

https://t.co/UcvWEoEaK3"
"213",212,"2022-04-28 14:40:11+00:00","China reports first human infection of H3N8 bird flu strain

https://t.co/XyMiHuscvB"
"214",213,"2022-04-28 14:30:13+00:00","GOP Senate candidate T.W. Shannon targets ‘racist’ Planned Parenthood in ad: ‘True face of White supremacy’

https://t.co/zf4wIDzlpm"
"215",214,"2022-04-28 14:20:07+00:00","Rob Gronkowski brings Gronk Beach to Las Vegas, first-round draft picks on the guest list

https://t.co/vBybrv2GT3"
"216",215,"2022-04-28 14:10:03+00:00","Texas sues to block Biden DHS rule allowing more asylum-seekers to remain in US

https://t.co/mXweeJIWFn"
"217",216,"2022-04-28 14:00:16+00:00","Charlie Kirk on 'Fox &amp; Friends': 'The empire is going to strike back' against Elon Musk

https://t.co/2WsKdruVqI"
"218",217,"2022-04-28 13:50:04+00:00","New York Times columnist breaks with fellow liberals distraught over Musk's Twitter purchase: 'A good thing'

https://t.co/O9vRVCABn4"
"219",218,"2022-04-28 13:43:28+00:00","GOP Senate candidate @TWShannon targets ‘racist’ @PPFA in ad: ‘True face of White supremacy’

https://t.co/qaB9eRSP3c"
"220",219,"2022-04-28 13:40:11+00:00","Kenneth Tsang, 'Die Another Day' actor, found dead while quarantining in Chinese hotel

https://t.co/ylfCqOkUT3"
"221",220,"2022-04-28 13:30:12+00:00","Rep. Fallon on 'Fox &amp; Friends First': Biden border crisis fueling 'record' level of drugs on American streets

https://t.co/P1y4xmgkjY"
"222",221,"2022-04-28 13:20:06+00:00","Stick-shift Toyota Supra revealed for S.I.Y. drivers

https://t.co/lsh88RIPrQ"
"223",222,"2022-04-28 13:10:03+00:00","Russia is 'increasing the pace' of its invasion after Putin threatens West, Ukraine says

https://t.co/4Zh1Icq95i"
"224",223,"2022-04-28 13:00:12+00:00","OPINION: Biden probe needs to untangle any foreign financial entanglements

https://t.co/w5OJcy3QuO"
"225",224,"2022-04-28 12:52:38+00:00","BREAKING: US economy shrank 1.4% at beginning of 2022, marking worst quarter in 2 years

https://t.co/ZJHjILLNCc"
"226",225,"2022-04-28 12:50:06+00:00","Putin's war on verge of expanding outside Ukraine as it cries 'terrorism' in Moldova

https://t.co/sxEDucmkU0"
"227",226,"2022-04-28 12:40:09+00:00","Dems face closing window for legislative wins before midterms shut down House, Senate floors

https://t.co/1vDagZecIa"
"228",227,"2022-04-28 12:30:05+00:00","US, partners launch plan for 'future' of internet, as China, Russia use 'dangerous' malign practices

https://t.co/OXnAi2sul1"
"229",228,"2022-04-28 12:20:04+00:00","Hawaii’s stray cats pose major threat to protected species: Why visitors should be cautious

https://t.co/rTuHcCrx2Y"
"230",229,"2022-04-28 12:10:06+00:00","Real-life Barbie drives an electric Chevrolet Corvette

https://t.co/MvCKfZGmyN"
"231",230,"2022-04-28 12:00:14+00:00","NYC Mayor Adams angers police union with new cell phone rule: 'Our justice system is failing'

https://t.co/qisqwKuVxB"
"232",231,"2022-04-28 11:50:05+00:00","Jailed Marine Trevor Reed lands in US after prisoner swap with Russia

https://t.co/oxkwBCmQYp"
"233",232,"2022-04-28 11:40:03+00:00","Kenosha meeting discussing memorial for man shot by Rittenhouse gets heated: 'Like a lunatic'

https://t.co/ElLKnerL94"
"234",233,"2022-04-28 11:30:12+00:00","Navy veteran in Texas sheds 70 pounds: 'My health was declining'

https://t.co/hI7Sh1UVfI"
"235",234,"2022-04-28 11:20:04+00:00","DC college students say climate change and COVID-19 are top voting priorities

https://t.co/nNtVTxxo16"
"236",235,"2022-04-28 11:10:03+00:00","Biden ramping up for the midterms: 'Expect more POTUS’

https://t.co/3i9YjnrIxa"
"237",236,"2022-04-28 11:00:09+00:00","Putin 'only understands power' in Russia-Ukraine war: Retired Gen. Richard Newton

https://t.co/UUFWpY40bH"
"238",237,"2022-04-28 10:50:06+00:00","Ingraham: Most migrants are gaming our asylum laws

https://t.co/HdkhgWD3zT"
"239",238,"2022-04-28 10:40:06+00:00","Hannity: Democrats are in a state of panic

https://t.co/NuEcIi8AOD"
"240",239,"2022-04-28 10:30:14+00:00","‘HELLO, MR. DRUG SMUGGLER’: Representative @laurenboebert tears into the White House for its ‘horrible’ response to the illegal immigration surge. https://t.co/rCZMTlyM12 https://t.co/Hyf1LOJkAW"
"241",240,"2022-04-28 10:20:06+00:00","OPINION: Democrats' hold on the Black community is ending

https://t.co/QSLtchKcUp"
"242",241,"2022-04-28 10:15:07+00:00","White House touts 'small business boom' ahead of midterm elections, despite high inflation, gas prices https://t.co/kkvARjOEcI"
"243",242,"2022-04-28 10:00:05+00:00","HOWARD KURTZ: Why McCarthy’s Jan. 6 calls reflect a deep Republican divide https://t.co/bVsNyzGtxs"
"244",243,"2022-04-28 09:45:02+00:00","NFL Draft inside look: Las Vegas hosts one of league's premier events https://t.co/GyU2xS0lTP"
"245",244,"2022-04-28 09:30:12+00:00",". @NikkiHaley signs letter demanding American universities divest from China https://t.co/ONEtte7Tnt"
"246",245,"2022-04-28 09:15:07+00:00","Critics blast Adam Schiff as 'king of disinformation' following his concerns about Musk's Twitter purchase https://t.co/lQz8TwvbeN"
"247",246,"2022-04-28 09:00:15+00:00","Amber Heard, Elon Musk: What to know about Tesla chief’s relationship with Johnny Depp’s ex-wife https://t.co/ZArqIVqWyz"
"248",247,"2022-04-28 08:45:02+00:00","OPINION: Supreme Court can save religious liberty for football coaches, and for all Americans https://t.co/EV0qzuUSeg"
"249",248,"2022-04-28 08:30:14+00:00","Critics highlight Biden doing just one sit-down interview in recent months https://t.co/QPJEgrWanU"
"250",249,"2022-04-28 08:15:06+00:00","California, New York, Illinois used COVID-19 relief funds to push CRT in schools https://t.co/JXjeXSvVBj"
"251",250,"2022-04-28 08:10:02+00:00","WATCH: Chipotle CFO talks inflation, calls it 'one of the most challenging environments to predict' https://t.co/VWOlfjMb8E https://t.co/FkSs0BtFyO"
"252",251,"2022-04-28 08:00:08+00:00","Kenosha meeting discussing memorial for man shot by Rittenhouse gets heated: 'Like a lunatic' https://t.co/EaiEFMMdpg"
"253",252,"2022-04-28 07:45:07+00:00","Navy veteran in Texas sheds 70 pounds: 'My health was declining' https://t.co/Zg9XglXgsH"
"254",253,"2022-04-28 07:30:04+00:00","Washington D.C. college students tell Fox News climate change and COVID top voting priorities https://t.co/0DKnUVpWBd"
"255",254,"2022-04-28 07:15:06+00:00","Prominent Republicans back Senate candidate Adam Laxalt in the midterms: 'Nevada is turning red' https://t.co/0CA8wJjLnD"
"256",255,"2022-04-28 07:09:06+00:00","Strongest areas in tech right now, according to investment expert https://t.co/lSb5sTEEsF https://t.co/HXgPawFrKz"
"257",256,"2022-04-28 07:00:16+00:00","OPINION: @greggutfeld: The Left has turned into everything they hated https://t.co/6bZ7ta9o6H"
"258",257,"2022-04-28 06:50:40+00:00","NASA's SpaceX Crew-4 members speak after successfully docking with ISS 
https://t.co/cIb81Qdk7D"
"259",258,"2022-04-28 06:45:08+00:00","NYC teen previously released on probation over armed robbery has indictment dropped in fatal shooting: report https://t.co/xAinMwDjGk"
"260",259,"2022-04-28 06:30:15+00:00","Joe and Hunter Biden show corruption's a 'Biden family business': @newtgingrich  https://t.co/HRMZJOUKCY"
"261",260,"2022-04-28 06:15:04+00:00",".@LindseyGrahamSC: Clinton-campaign lawyer lied to the FBI over Trump-Russia collusion, it was all 'made up' https://t.co/Z6gCpNGJn6"
"262",261,"2022-04-28 06:00:04+00:00","Sen. @RandPaul: Fauci is against everything that America stands for https://t.co/dCYn4Sg35I"
"263",262,"2022-04-28 05:45:05+00:00",".@IngrahamAngle: Most migrants are gaming our asylum laws https://t.co/qTFuwGcj29"
"264",263,"2022-04-28 05:30:09+00:00",".@seanhannity: Democrats are in a state of panic https://t.co/g7NNAUEWnF"
"265",264,"2022-04-28 05:15:06+00:00","'CORRUPTION AT THE HIGHEST LEVEL': President has been dishonest about his involvement in his son Hunter's overseas business dealings, Republican says. https://t.co/0Wgq7hc5KU https://t.co/trBKzUZWZk"
"266",265,"2022-04-28 05:00:08+00:00","TRASH TO TREASURE: Veteran’s moving lesson in patriotism when he thought no one was looking. https://t.co/8WX5ULeuCP https://t.co/jqiN1RQ0Pw"
"267",266,"2022-04-28 04:45:03+00:00","Here are Wednesday's winning Powerball numbers https://t.co/pmD9YrCXHS"
"268",267,"2022-04-28 04:45:02+00:00","MSNBC’s Joy Reid has lowest-rated month ever, sheds 51% of debut audience from 2020  https://t.co/xnEpwps4Lw"
"269",268,"2022-04-28 04:30:07+00:00","WATCH: Bank of America CEO reveals whether he believes US recession is looming https://t.co/r0zU2T9rTu https://t.co/uo2ngoySna"
"270",269,"2022-04-28 04:30:05+00:00",".
@dbongino suggests GOP seek impeachment if they retake Congress after report on Biden's 'missing millions'

https://t.co/pp8OLIAkXE"
"271",270,"2022-04-28 04:15:06+00:00","WOKE WORLD: @greggutfeld  blasts a liberal news anchor for her outlandish claims, including her suggestion Elon Musk ‘missed’ South Africa’s apartheid in a rant against the incoming Twitter owner. https://t.co/rkSWRzW2fR"
"272",271,"2022-04-28 04:01:07+00:00","Elon Musk teases buying more companies, including Coca-Cola... to add back the cocaine https://t.co/bs20n2nuyS"
"273",272,"2022-04-28 03:51:14+00:00","Peyton Manning honors Demaryius Thomas with scholarship fund at Georgia Tech https://t.co/C4Jwaov8za"
"274",273,"2022-04-28 03:48:25+00:00","THE COMPREHENSIVE CON: @IngrahamAngle says anyone who pushes for 'comprehensive immigration reform' is asking for migrant 'amnesty': 'Don't fall for the con.' https://t.co/yLiTOWeP8K"
"275",274,"2022-04-28 03:45:09+00:00","Why market analyst has 'serious doubts' about the metaverse https://t.co/yguSnyzKZ4 https://t.co/scpg65BTaH"
"276",275,"2022-04-28 03:44:16+00:00","Here are Wednesday's winning Powerball numbers https://t.co/WOzEDMx74W"
"277",276,"2022-04-28 03:30:08+00:00","WATCH: Experts reveal key stocks to watch: 'Unprecedented set of conditions' https://t.co/PTBd6A9wxG https://t.co/9VBFH3ggvj"
"278",277,"2022-04-28 03:29:50+00:00","Elon Musk teases buying more companies, including Coca-Cola... to add back the cocaine https://t.co/A2rCFwy5mp"
"279",278,"2022-04-28 03:24:23+00:00","‘NONSENSE’: @RandPaul rips into the White House chief medical advisor and the Biden administration for a COVID-19 policy many GOP leaders see as a failure. https://t.co/vLWWWLjeUT"
"280",279,"2022-04-28 03:21:29+00:00","OPINION: Tucker: It's almost impossible to take any of these people seriously https://t.co/XtUofTPcii"
"281",280,"2022-04-28 03:11:37+00:00","Border patrol agents reportedly 'stunned' by Mayorkas' statements in House hearing https://t.co/OMt9z3jKEl"
"282",281,"2022-04-28 03:00:07+00:00","‘SHOW ME YOUR HANDS’: Chaos ensues as police stop driver at gunpoint, try to handcuff him. https://t.co/VRCMzojtnJ https://t.co/R4YrfFcsrE"
"283",282,"2022-04-28 02:59:04+00:00","Florida Target shooting leaves 1 dead, 3 injured https://t.co/cQlK7qaeKM"
"284",283,"2022-04-28 02:40:09+00:00","‘WATCHED HIM BURN’: Dominick’s big sister says, ‘he can barely sleep, he can barely eat, he can barely talk.'  https://t.co/1NwBj3ObCX https://t.co/HRZTWC6jqK"
"285",284,"2022-04-28 02:35:43+00:00","‘NOT NORMAL AMERICANS’: @SenJohnKennedy rips into liberals working at the social media giant who have expressed concern that billionaire Elon Musk is taking over the company. https://t.co/WLi13d2XOb"
"286",285,"2022-04-28 02:35:35+00:00","Joy Reid calls Supreme Court 'a pro just white Christian court' ahead of football coach prayer ruling https://t.co/hZnPrZQnb5"
"287",286,"2022-04-28 02:23:57+00:00","‘HELLO, MR. DRUG SMUGGLER’: Representative @laurenboebert tears into the White House for its ‘horrible’ response to the illegal immigration surge. https://t.co/PapPc9rNGq https://t.co/QPwEptnn5g"
"288",287,"2022-04-28 02:06:54+00:00","Murdered UVA student Yeardley Love had 'rocky relationship' with 'party animal' boyfriend, lawyer says https://t.co/IAo3S6PD6m"
"289",288,"2022-04-28 01:59:37+00:00","‘HELLO, MR. DRUG SMUGGLER’: 
@laurenboebert tears into the White House for its ‘horrible’ response to the illegal immigration surge. https://t.co/AxGoWnGxfk"
"290",289,"2022-04-28 01:56:27+00:00","WATCH: Chipotle CFO talks inflation, calls it 'one of the most challenging environments to predict' https://t.co/M6yCdYjXRd https://t.co/fCRPgy3zjZ"
"291",290,"2022-04-28 01:49:35+00:00","New York man shoves NYPD officer, flees on foot after being stopped at gunpoint in Manhattan: video https://t.co/O3iLExCvLQ"
